scenario_index,v27_rf,v28_rf,delta_rf,v27_progress,v28_progress,delta_progress,v27_comfort,v28_comfort,delta_comfort,v27_collision,v28_collision,delta_collision,v27_overlap,v28_overlap,delta_overlap,v27_offroad,v28_offroad,delta_offroad,v27_accuracy,v28_accuracy,delta_accuracy
2709,0.9186789,0.891533,-0.027145899999999945,0.8838269,0.8450471,-0.03877979999999992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2710,0.97375005,1.0,0.026249949999999966,1.0,1.0,0.0,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2711,0.97749996,0.97749996,0.0,0.99999994,0.99999994,0.0,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2712,1.0,0.9215414,-0.07845860000000004,1.0,0.8879164,-0.11208359999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2713,0.97375005,0.94375,-0.030000050000000056,1.0,1.0,0.0,0.9125,0.8125,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2714,0.8763319,0.8302954,-0.046036500000000036,0.87690264,0.7575649,-0.11933773999999997,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2715,0.96625006,0.98125,0.014999939999999934,1.0,1.0,0.0,0.8875,0.9375,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2716,0.93616354,0.9081196,-0.02804393999999999,0.9409478,0.8687423,-0.07220550000000003,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2717,0.95461655,0.9819433,0.027326749999999955,0.9351665,0.9742048,0.03903829999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2718,0.8788808,0.8901308,0.011249999999999982,0.87518686,0.87518686,0.0,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2719,0.9649893,0.87755215,-0.08743715000000007,0.9499846,0.82507443,-0.12491016999999993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2720,0.0,0.96999997,0.96999997,0.99999994,0.99999994,0.0,0.8857143,0.90000004,0.014285740000000047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0,1,1
2721,0.968105,0.9582923,-0.009812700000000008,0.95443577,0.98863184,0.03419607000000002,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2722,1.0,0.8524918,-0.14750819999999998,1.0,0.8749882,-0.1250118,1.0,0.8,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2723,0.9316145,0.96116656,0.02955205999999999,0.9719492,0.94452375,-0.027425449999999962,0.83750004,1.0,0.16249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2724,0.9828922,0.9491423,-0.0337499,0.9755603,0.9755603,0.0,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2725,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2726,0.9315405,0.9254428,-0.006097699999999984,0.9504149,0.92563254,-0.024782360000000003,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2727,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2728,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2729,0.91127414,0.97749996,0.06622581999999999,0.9268203,1.0,0.07317969999999996,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2730,1.0,0.9659304,-0.03406960000000003,1.0,0.9513292,-0.048670800000000014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2731,0.95704174,0.95704174,0.0,0.9386311,0.9386311,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2732,0.952401,0.93609524,-0.016305760000000058,0.93200135,0.90870756,-0.02329378999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2733,0.9159465,0.9558633,0.039916799999999975,0.94956636,0.9369476,-0.012618760000000062,0.83750004,1.0,0.16249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2734,0.92138785,0.83782846,-0.08355939000000001,0.9519826,0.7683263,-0.1836563,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2735,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2736,0.8999762,0.8697945,-0.030181699999999978,0.91068023,0.87292075,-0.037759479999999956,0.875,0.8625,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2737,0.9595709,1.0,0.040429099999999996,0.9743869,1.0000001,0.025613200000000114,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2738,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2739,0.94942075,0.94942075,0.0,0.92774385,0.92774385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2740,0.99063665,0.84841007,-0.14222658,0.9866237,0.783443,-0.2031807,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2741,0.93859035,0.86359036,-0.07499999000000002,0.9122719,0.9122719,0.0,1.0,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2742,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2743,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2744,0.9460288,1.0,0.0539712,0.9764697,1.0,0.023530300000000004,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2745,0.9216963,0.87960625,-0.04209004999999999,0.8881376,0.82800895,-0.060128650000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2746,0.93863964,0.8861932,-0.05244643999999998,0.9123423,0.83741885,-0.07492345,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2747,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,-1
2748,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2749,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2750,0.91369075,0.9655308,0.051840050000000026,0.9249153,0.95075834,0.02584304000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2751,0.9127313,0.94765043,0.03491913000000002,0.8753304,0.9252149,0.0498845,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2752,0.92060083,0.89421475,-0.02638608000000009,0.8865726,0.84887815,-0.037694450000000046,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2753,0.99992126,0.99992126,0.0,0.9998874,0.9998874,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2754,1.0,0.96593326,-0.034066739999999984,1.0,0.95133317,-0.04866683000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2755,0.9124302,0.907451,-0.0049791999999999614,0.87490034,0.89992994,0.025029599999999985,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2756,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2757,0.9039876,0.92147,0.01748240000000001,0.8628394,0.8878143,0.02497489999999991,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2758,0.9912893,1.0,0.00871069999999996,0.9875561,1.0,0.012443899999999952,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2759,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2760,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2761,0.7501164,0.679806,-0.0703104,0.67516625,0.5961514,-0.07901484999999997,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2762,0.9216861,0.956494,0.0348079,0.888123,0.93784845,0.04972544999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2763,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2764,0.87491935,0.911224,0.03630465000000005,0.8748847,0.9374628,0.06257810000000008,0.875,0.85,-0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2765,0.9325,1.0,0.0675,1.0,1.0,0.0,0.77500004,1.0,0.22499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2766,0.93861496,0.8861626,-0.052452359999999976,0.912307,0.8373751,-0.07493189999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2767,0.8487803,0.87498343,0.026203129999999963,0.83754313,0.87497634,0.037433209999999995,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2768,0.85715485,0.90215474,0.04499988999999993,0.8602211,0.8602211,0.0,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2769,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2770,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2771,0.89975375,0.9088112,0.009057450000000022,0.8567911,0.86973035,0.012939249999999958,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2772,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2773,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2774,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2775,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2776,0.8406003,0.8913048,0.05070450000000004,0.8687147,0.844721,-0.023993699999999896,0.77500004,1.0,0.22499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2777,0.8158941,0.90341854,0.08752444000000004,0.84949166,0.8620265,0.012534840000000047,0.7375,1.0,0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2778,0.7817438,0.8130264,0.03128260000000005,0.8167769,0.80253774,-0.014239160000000028,0.7,0.83750004,0.13750004000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2779,0.0,0.0,0.0,0.08388639,0.08388639,0.0,0.375,1.0,0.625,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2780,0.8522466,0.9122639,0.06001730000000005,0.837138,0.87466276,0.037524759999999935,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2781,0.97749996,0.85405684,-0.1234431199999999,1.0,0.79150975,-0.20849025,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2782,0.9212276,0.9387371,0.017509499999999956,0.8874679,0.91248167,0.025013770000000046,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2783,0.99134845,0.98356324,-0.007785210000000098,0.98764074,0.97651887,-0.011121869999999978,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2784,0.8178116,0.8330946,0.015283000000000047,0.7879451,0.76156366,-0.026381439999999978,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2785,0.9300173,0.93964404,0.009626739999999967,0.90002465,0.91377723,0.013752580000000014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2786,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2787,0.0,0.0,0.0,0.0068926523,0.028573655,0.0216810027,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2788,0.86428875,0.7922191,-0.0720696500000001,0.8436266,0.7031702,-0.14045640000000004,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2789,0.92124766,0.92999953,0.008751869999999995,0.8874967,0.89999944,0.012502739999999957,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2790,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2791,0.8677869,0.93948287,0.07169596999999994,0.84326696,0.9778326,0.13456564000000004,0.925,0.85,-0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2792,0.9196148,0.9196148,0.0,0.885164,0.885164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2793,0.8242325,0.8417492,0.01751669999999994,0.8506892,0.83821315,-0.012476050000000072,0.7625,0.85,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2794,0.88989365,0.9386639,0.048770250000000015,0.874848,0.9123769,0.03752890000000009,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2795,0.99124545,0.96624994,-0.02499551,0.9874936,0.99999994,0.01250634000000006,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2796,0.97749996,0.96625006,-0.011249899999999924,1.0,1.0,0.0,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2797,0.9462782,0.992321,0.04604280000000005,0.95539737,0.98902994,0.03363256999999997,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2798,1.0,0.989606,-0.010394000000000014,1.0,0.9851514,-0.01484859999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2799,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2800,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2801,0.9378652,0.86494774,-0.07291745999999999,0.9112359,0.8070681,-0.10416780000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2802,0.9126029,0.89885217,-0.013750730000000044,0.875147,0.8876459,0.01249889999999998,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2803,0.96625006,0.9168028,-0.04944725999999999,1.0,0.8811469,-0.11885310000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2804,0.96250004,0.92875004,-0.03374999999999995,1.0,1.0,0.0,0.875,0.7625,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2805,0.9650588,0.98257655,0.01751775,0.950084,0.9751094,0.025025399999999975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2806,0.96625006,0.95500004,-0.011250019999999972,1.0,1.0,0.0,0.8875,0.85,-0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2807,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2808,0.939382,0.9256796,-0.013702400000000003,0.91340274,0.92597073,0.012567989999999973,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2809,0.91251004,0.9562737,0.04376365999999998,0.8750143,0.93753386,0.06251956000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2810,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2811,0.87324995,0.87324995,0.0,0.8189285,0.8189285,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2812,0.9301923,0.9251642,-0.00502809999999998,0.9002747,0.9252345,0.024959799999999976,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2813,0.95500004,0.95500004,0.0,1.0,1.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2814,0.9103409,0.90138495,-0.008955950000000046,0.87191564,0.8591213,-0.012794340000000015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2815,0.86184436,0.8744156,0.012571239999999984,0.8615633,0.87416506,0.012601760000000017,0.8625,0.875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2816,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2817,0.9125902,0.94751567,0.034925470000000014,0.87512887,0.9250224,0.049893530000000075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2818,0.94375,0.9358522,-0.007897799999999955,1.0,0.9083604,-0.09163960000000004,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2819,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2820,0.95385116,0.9913511,0.03749994000000001,0.98764455,0.98764455,0.0,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2821,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2822,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2823,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2824,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2825,1.0,0.9071126,-0.09288739999999995,0.99999994,0.8673037,-0.13269624000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2826,1.0,0.9649896,-0.0350104,1.0,0.9499851,-0.05001489999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2827,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2828,0.7701853,0.8534239,0.08323860000000005,0.9074076,0.87096274,-0.03644486000000002,0.45000002,0.8125,0.36249998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2829,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2830,0.8699419,0.88119185,0.011249949999999953,0.8624169,0.8624169,0.0,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2831,0.94750005,0.9325,-0.015000050000000043,1.0,1.0,0.0,0.825,0.77500004,-0.049999959999999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2832,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2833,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2834,0.85635054,0.90751183,0.051161290000000026,0.8751435,0.9375168,0.062373300000000076,0.8125,0.83750004,0.02500004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2835,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2836,0.91221774,0.92099136,0.008773620000000037,0.87459666,0.88713056,0.012533899999999987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2837,1.0,0.9469188,-0.05308120000000005,1.0,0.92416966,-0.07583034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2838,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2839,0.862558,0.8657522,0.003194199999999925,0.835797,0.8082174,-0.027579600000000037,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2840,0.99234927,1.0,0.00765073000000005,0.9890703,0.99999994,0.010929640000000074,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2841,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2842,0.91382277,0.9650356,0.05121282999999999,0.92510384,0.95005083,0.024946990000000002,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2843,0.9124802,0.93873733,0.026257130000000073,0.87497175,0.9124819,0.03751014999999991,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2844,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2845,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2846,0.9380911,0.96464866,0.02655756000000009,0.91155875,0.949498,0.03793924999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2847,0.8802967,0.9152054,0.034908699999999904,0.8879239,0.9377933,0.049869400000000064,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2848,0.79125875,0.762413,-0.028845750000000003,0.70179826,0.66059005,-0.04120820999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2849,0.8662716,0.89875,0.03247840000000002,0.93753093,1.0,0.062469070000000015,0.7,0.6625,-0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2850,0.9387353,0.96500397,0.026268669999999994,0.912479,0.95000565,0.037526649999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2851,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2852,0.97782993,1.0,0.02217007000000004,0.9683285,1.0,0.031671499999999964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2853,0.98641634,0.9794666,-0.0069497400000000376,0.98059475,0.9706666,-0.009928149999999913,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2854,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
