scenario_index,v26_rf,v27_rf,delta_rf,v26_progress,v27_progress,delta_progress,v26_comfort,v27_comfort,delta_comfort,v26_collision,v27_collision,v26_overlap,v27_overlap,v26_offroad,v27_offroad,v26_accuracy,v27_accuracy,v26_basepc,v27_basepc,v26_overlap_fail,v27_overlap_fail,v26_offroad_fail,v27_offroad_fail,v26_collision_fail,v27_collision_fail,v26_zero,v27_zero,new_zero,fixed_zero,persistent_zero,new_overlap,fixed_overlap,new_offroad,fixed_offroad,new_collision,fixed_collision,v27_zero_type,v26_episode_length,v27_episode_length,v26_seconds,v27_seconds
590,0.9914345,0.88043463,-0.11099987,0.9877636,0.87740666,-0.1103569399999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.99143452,0.880434662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
591,0.8358143,0.87800044,0.0421861399999999,0.7975919,0.82571495,0.0281230499999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.83581433,0.878000465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
592,0.92220634,0.9568817,0.0346753599999999,0.8888661,0.93840253,0.0495364299999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92220627,0.956881771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
593,0.90177363,0.90177363,0.0,0.8596766,0.8596766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90177362,0.90177362,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
594,0.96250004,0.96250004,0.0,1.0,1.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9625,0.9625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
595,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
596,0.93625003,0.9012154,-0.0350346299999999,1.0,0.91245055,-0.08754945,0.7875,0.875,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93625,0.901215385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
597,0.0,0.9743519,0.9743519,0.99550265,0.99550265,0.0,0.99999994,0.925,-0.0749999399999999,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.996851837,0.974351855,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,PASS,55,80,5.5,8.0
598,0.899865,0.87774163,-0.0221233699999999,0.91052145,0.87355953,-0.0369619199999999,0.875,0.8875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.899865015,0.8777416709999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
599,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
600,0.7908971,1.0,0.2091028999999999,0.70128155,0.99999994,0.29871839,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.790897085,0.999999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
601,0.9385852,0.9687129,0.0301276999999999,0.9122646,0.98744696,0.07518236,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93858522,0.968712872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
602,0.9422124,0.95971423,0.01750183,0.94958913,0.9960203,0.0464311699999999,0.925,0.875,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.942212391,0.95971421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
603,0.88865376,0.92836493,0.03971117,0.878434,0.9030213,0.0245872999999999,0.9125,0.9875,0.075,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8886537999999999,0.92836491,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
604,0.9492046,0.9406714,-0.0085331999999999,0.9756494,0.96345913,-0.0121902699999999,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94920458,0.940671391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
605,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
606,0.948023,0.948023,0.0,0.9257471,0.9257471,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94802297,0.94802297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
607,0.9226708,0.9485323,0.0258614999999999,0.88952965,0.92647463,0.03694498,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.922670755,0.948532241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
608,0.85704595,0.84768695,-0.0093589999999998,0.7957798,0.78240985,-0.01336995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8570458599999999,0.8476868949999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
609,0.8776352,0.90300906,0.02537386,0.8251931,0.8614415,0.0362483999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.87763517,0.90300905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
610,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
611,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
612,0.94,0.96999997,0.02999997,1.0,1.0,0.0,0.8,0.90000004,0.1000000399999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94,0.970000012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
613,0.93019515,0.9214808,-0.0087143499999999,0.9002788,0.8878296,-0.0124492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93019516,0.92148072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
614,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,1,1,0.1,0.1
615,0.97477245,1.0,0.0252275499999999,0.9639607,1.0,0.0360392999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.97477249,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
616,0.9710991,0.9710991,0.0,0.95871305,0.95871305,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.971099135,0.971099135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
617,0.85374033,0.7620818,-0.09165853,0.8232005,0.77261686,-0.05058364,0.925,0.7375,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.85374035,0.762081802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
618,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
619,0.99369395,1.0,0.0063060499999999,0.9909913,1.0,0.0090086999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.99369391,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
620,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
621,0.9058768,0.92638826,0.0205114599999999,0.8655383,0.89484036,0.02930206,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90587681,0.926388252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
622,0.89883345,0.9125603,0.0137268499999999,0.88761914,0.875086,-0.0125331399999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8988333980000001,0.9125602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
623,0.98362607,1.0,0.0163739299999999,0.9766087,1.0,0.0233913,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.98362609,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
624,0.8508648,0.96250004,0.11163524,0.835164,1.0,0.1648359999999999,0.8875,0.875,-0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8508648,0.9625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
625,0.89116424,0.8589882,-0.03217604,0.8445204,0.857483,0.0129626,1.0,0.8625,-0.1374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8911642799999999,0.8589880999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
626,0.9302065,0.9302065,0.0,0.9002951,0.9002951,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93020657,0.93020657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
627,0.9456591,0.9637098,0.0180506999999999,0.92237014,0.9481568,0.02578666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.945659098,0.96370976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
628,0.7865029,0.82023233,0.0337294299999999,0.7967898,0.8235462,0.0267564,0.7625,0.8125,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.7865028599999999,0.82023234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
629,1.0,0.98875,-0.0112499999999999,0.99999994,0.99999994,0.0,1.0,0.96250004,-0.03749996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.98874997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
630,0.9162327,0.9299669,0.0137342,0.9124753,0.8999527,-0.0125225999999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91623271,0.92996689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
631,0.9681555,1.0,0.0318445,0.95450777,1.0,0.04549223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.968155439,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
632,0.95874995,0.89188117,-0.0668687799999999,1.0,0.89911604,-0.10088396,0.8625,0.875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.95875,0.8918812279999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
633,0.91883737,0.95072883,0.0318914599999999,0.9322676,0.9778269,0.0455593,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91883732,0.95072883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
634,0.9124964,0.93087214,0.0183757399999999,0.8749948,0.901246,0.0262512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91249636,0.9308722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
635,0.96625006,1.0,0.0337499399999999,1.0,1.0,0.0,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96625,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
636,0.94750005,0.895,-0.05250005,1.0,1.0,0.0,0.825,0.65000004,-0.1749999599999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9475,0.8950000119999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
637,0.95874995,1.0,0.04125005,0.99999994,0.99999994,0.0,0.8625,1.0,0.1374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.958749958,0.999999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
638,0.9552216,0.96625006,0.01102846,0.93603075,1.0,0.0639692499999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.955221525,0.96625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
639,0.92998713,0.9125735,-0.0174136299999999,0.8999816,0.875105,-0.0248766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92998712,0.9125735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
640,0.91060334,0.97516453,0.06456119,0.9097904,0.96452075,0.05473035,0.9125,1.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91060328,0.975164525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
641,0.9241726,0.96737015,0.04319755,0.8916752,0.9533859,0.0617107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92417264,0.96737013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
642,0.84360725,0.852366,0.0087587499999999,0.8247961,0.8373085,0.0125123999999999,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.84360727,0.8523659499999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
643,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,73,72,7.300000000000001,7.2
644,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,1,1,0.1,0.1
645,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
646,0.854204,0.87213725,0.01793325,0.7917199,0.81733894,0.0256190399999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.85420393,0.872137258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
647,0.8254091,0.88739794,0.06198884,0.78272724,0.8980684,0.1153411599999999,0.925,0.8625,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8254090679999999,0.88739788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
648,0.9248341,0.96679336,0.04195926,0.89262015,0.9525619,0.05994175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.924834105,0.96679333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
649,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.999999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
650,0.9274894,0.91005176,-0.01743764,0.8964134,0.87150246,-0.02491094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92748938,0.910051722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
651,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
652,0.91609156,0.9347925,0.01870094,0.8801308,0.90684646,0.02671566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91609156,0.934792522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
653,0.96250004,0.9115963,-0.0509037399999999,1.0,0.87370896,-0.12629104,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9625,0.911596272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
654,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,OVERLAP_ONLY,29,29,2.9000000000000004,2.9000000000000004
655,0.8597477,0.81985325,-0.03989445,0.84785396,0.8605046,0.0126506399999999,0.8875,0.725,-0.1624999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.859747772,0.8198532199999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
656,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
657,0.97375005,0.90625,-0.06750005,1.0,1.0,0.0,0.9125,0.6875,-0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.97375,0.90625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
658,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
659,0.9663424,0.97590554,0.0095631399999999,0.9572747,0.9709364,0.0136616999999999,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96634229,0.97590548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
660,0.9239678,0.8931144,-0.0308534,0.950311,0.90087765,-0.04943335,0.8625,0.875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9239677,0.893114355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
661,0.94375,0.9138624,-0.0298876,1.0,0.8769464,-0.1230535999999999,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94375,0.91386248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
662,0.957852,0.93535197,-0.02250003,0.93978846,0.93978846,0.0,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.957851922,0.935351922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
663,0.8714364,0.9090647,0.0376282999999999,0.85383767,0.9022352,0.04839753,0.9125,0.925,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.871436369,0.90906464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
664,0.8499822,0.79373217,-0.05625003,0.7856888,0.7856888,0.0,1.0,0.8125,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8499821599999999,0.7937321599999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
665,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
666,0.9175,0.0,-0.9175,1.0,0.8944606,-0.1055393999999999,0.725,0.7012987,-0.0237012999999999,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.9175,0.83651203,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,OFFROAD_ONLY,80,77,8.0,7.7
667,0.9892678,1.0,0.0107321999999999,0.9846683,1.0,0.0153316999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.98926781,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
668,0.92165977,0.92260927,0.0009495,0.88808537,0.93765604,0.04957067,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.921659759,0.922609228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
669,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
670,0.92126006,0.93876743,0.0175073699999999,0.8875143,0.912525,0.0250107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92126001,0.9387675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
671,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
672,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
673,0.9625358,0.93063337,-0.03190243,0.9464797,0.9598334,0.0133536999999999,1.0,0.8625,-0.1374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96253579,0.93063338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
674,0.97049886,1.0,0.02950114,0.9578554,1.0,0.0421445999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.97049878,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
675,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
676,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
677,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
678,0.96250004,0.95500004,-0.0074999999999999,1.0,1.0,0.0,0.875,0.85,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9625,0.955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
679,0.96999997,0.9925,0.02250003,1.0,1.0,0.0,0.90000004,0.975,0.0749999599999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.970000012,0.9925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
680,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.999999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
681,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
682,0.9124431,0.9124431,0.0,0.8749187,0.8749187,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91244309,0.91244309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
683,0.9028559,0.9461261,0.0432701999999999,0.8612227,0.92303723,0.06181453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90285589,0.946126061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
684,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
685,0.92138654,0.9562702,0.0348836599999999,0.88769495,0.9375288,0.04983385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.921386465,0.95627016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
686,0.93108046,0.9127793,-0.01830116,0.90154356,0.8753988,-0.0261447599999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.931080492,0.91277916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
687,0.9279303,0.93815976,0.01022946,0.89704317,0.9116568,0.01461363,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.927930219,0.93815976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
