scenario_index,v26_rf,v27_rf,delta_rf,v26_progress,v27_progress,delta_progress,v26_comfort,v27_comfort,delta_comfort,v26_collision,v27_collision,v26_overlap,v27_overlap,v26_offroad,v27_offroad,v26_accuracy,v27_accuracy,v26_basepc,v27_basepc,v26_overlap_fail,v27_overlap_fail,v26_offroad_fail,v27_offroad_fail,v26_collision_fail,v27_collision_fail,v26_zero,v27_zero,new_zero,fixed_zero,persistent_zero,new_overlap,fixed_overlap,new_offroad,fixed_offroad,new_collision,fixed_collision,v27_zero_type,v26_episode_length,v27_episode_length,v26_seconds,v27_seconds
2621,0.92125,0.94,0.0187499999999999,1.0,1.0,0.0,0.7375,0.8,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92125,0.94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2622,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2623,0.8255011,0.0,-0.8255011,0.8900014,0.036324386,-0.8536770140000001,0.675,0.6666667,-0.0083333,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.82550098,0.2254270801999999,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,OVERLAP+COLLISION,80,3,8.0,0.30000000000000004
2624,0.8370644,0.85438555,0.01732115,0.79937774,0.8241222,0.02474446,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.837064418,0.85438554,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2625,0.88686675,0.96876377,0.0818970199999999,0.8383812,0.98751956,0.1491383599999999,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8868668399999999,0.968763692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2626,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2627,0.9850001,1.0,0.0149998999999999,1.0,1.0,0.0,0.95,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.985,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2628,0.9990021,0.96250004,-0.03650206,0.9985744,1.0,0.0014256,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.99900208,0.9625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2629,0.93684924,0.9921471,0.0552978599999999,0.9097847,0.9887816,0.0789969,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93684929,0.99214712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2630,0.97375005,0.94750005,-0.0262499999999999,1.0,1.0,0.0,0.9125,0.825,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.97375,0.9475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2631,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2632,0.9187185,0.95621854,0.0375000399999999,0.9374551,0.9374551,0.0,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91871857,0.95621857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2633,0.8816519,0.89928883,0.0176369299999999,0.8309313,0.8561269,0.0251955999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.88165191,0.8992888299999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2634,0.9479995,0.92549956,-0.0224999399999999,0.97392786,0.97392786,0.0,0.8875,0.8125,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.947999502,0.925499502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2635,0.0,0.96625006,0.96625006,1.0,1.0,0.0,0.25,0.8875,0.6375,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0.7749999999999999,0.96625,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,PASS,4,80,0.4,8.0
2636,0.8354952,0.857881,0.0223858,0.8132074,0.8505442,0.0373367999999999,0.8875,0.875,-0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.83549518,0.85788094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2637,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2638,0.8769348,0.8656847,-0.0112501,0.8563354,0.8563354,0.0,0.925,0.8875,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.87693478,0.8656847799999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2639,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2640,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2641,0.8781447,0.9030865,0.0249418,0.8741352,0.8615521,-0.0125830999999999,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8781446399999999,0.90308647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2642,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2643,0.8864712,0.89015675,0.00368555,0.83781594,0.87522393,0.0374079899999999,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.886471158,0.8901567509999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2644,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,OVERLAP_ONLY,40,40,4.0,4.0
2645,0.9310652,1.0,0.0689347999999999,0.9015216,1.0,0.0984783999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93106512,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2646,0.76171744,0.803215,0.04149756,0.7560249,0.8206643,0.0646394,0.77500004,0.7625,-0.01250004,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.7617174419999999,0.80321501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2647,0.9418278,0.99044555,0.04861775,0.94903964,0.98635083,0.03731119,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.941827748,0.990445581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2648,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2649,1.0,0.9813041,-0.0186958999999999,1.0,0.9732915,-0.0267085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.98130405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2650,0.8065325,0.86504793,0.05851543,0.75576067,0.8447113,0.08895063,0.925,0.9125,-0.0125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.806532469,0.8650479099999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2651,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,7,7,0.7000000000000001,0.7000000000000001
2652,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2653,0.85758704,0.88089705,0.0233100099999999,0.84476733,0.88342434,0.0386570099999999,0.8875,0.875,-0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.857587131,0.8808970380000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2654,0.87313217,0.88271314,0.00958097,0.8187603,0.83244723,0.0136869299999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8731322099999999,0.882713061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2655,0.8752052,0.8246889,-0.0505163,0.8967218,0.78169847,-0.1150233299999999,0.825,0.925,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8752052599999999,0.8246889289999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2656,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2657,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2658,0.93491143,0.96250004,0.02758861,0.9873735,1.0,0.0126264999999999,0.8125,0.875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93491145,0.9625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2659,0.8986046,0.9702379,0.0716333,0.88729215,0.9574828,0.07019065,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.898604505,0.97023796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2660,0.9300454,0.9125757,-0.0174697,0.9000649,0.87510824,-0.0249566599999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9300454299999998,0.912575768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2661,0.8819558,0.9160938,0.034138,0.890294,0.9390626,0.0487685999999999,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8819558000000001,0.91609382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2662,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2663,0.870896,0.82589597,-0.0450000299999999,0.8798514,0.8798514,0.0,0.85,0.7,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8708959799999999,0.8258959799999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2664,0.9126116,0.9038804,-0.0087311999999999,0.8751593,0.8626863,-0.0124729999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9126115099999998,0.90388041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2665,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2666,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2667,0.0,0.0,0.0,0.72149944,0.8711418,0.1496423599999999,0.99999994,1.0,5.999999996841865e-08,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0.80504959,0.90979926,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False,False,True,OFFROAD_ONLY,47,75,4.7,7.5
2668,0.9232273,0.8932273,-0.03,0.92782474,0.92782474,0.0,0.9125,0.8125,-0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.923227318,0.893227318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2669,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2670,0.9593205,1.0,0.0406794999999999,0.9418864,1.0,0.0581135999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.95932048,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2671,0.93843955,0.895,-0.0434395499999999,0.9602709,1.0,0.0397290999999999,0.8875,0.65000004,-0.2374999599999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93843963,0.8950000119999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2672,1.0,0.96999997,-0.0300000299999999,1.0,1.0,0.0,1.0,0.90000004,-0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.970000012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2673,0.94869137,0.96625006,0.0175586899999999,0.97491634,1.0,0.0250836599999999,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.948691438,0.96625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2674,0.9097902,0.9032435,-0.0065467,0.87112886,0.90999055,0.0388616899999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.909790202,0.903243385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2675,0.92935944,0.9558205,0.0264610599999999,0.899085,0.9368864,0.0378013999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9293595,0.95582048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2676,0.921416,0.9127156,-0.0087004,0.88773715,0.87530804,-0.01242911,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.921416005,0.912715628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2677,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2678,0.90425533,0.95387536,0.0496200299999999,0.9489361,0.982322,0.0333859,0.8,0.8875,0.0874999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90425527,0.9538754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2679,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2680,1.0,1.0,0.0,1.0000001,1.0000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.00000007,1.00000007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2681,0.2801696,0.36400852,0.0838389199999999,0.019885177,0.13965502,0.1197698429999999,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.2801696239,0.364008514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2682,0.95125,0.95437205,0.0031220499999999,1.0,0.98838854,-0.01161146,0.83750004,0.875,0.03749996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.951250012,0.954371978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2683,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2684,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2685,0.95500004,1.0,0.0449999599999999,1.0,1.0,0.0,0.85,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.955,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2686,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,1,1,0.1,0.1
2687,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,64,64,6.4,6.4
2688,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2689,0.9014265,0.0,-0.9014265,0.9127522,0.7632365,-0.1495157,0.875,0.53030306,-0.3446969399999999,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.90142654,0.693356468,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,OVERLAP+COLLISION,80,66,8.0,6.6000000000000005
2690,0.9384079,0.9421366,0.0037287,0.9120112,0.9709093,0.0588980999999999,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93840784,0.94213651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2691,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2692,0.8594021,0.904412,0.0450099,0.7991458,0.91166,0.1125142,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8594020599999999,0.904412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2693,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2694,0.8173815,0.81482756,-0.0025539399999999,0.7873307,0.83725363,0.0499229299999999,0.8875,0.7625,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8173814899999999,0.814827541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2695,0.9132328,0.9132328,0.0,0.87604684,0.87604684,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.913232788,0.913232788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2696,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2697,1.0,0.97296315,-0.02703685,0.99999994,0.96137583,-0.0386241099999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.972963081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2698,0.94812787,1.0,0.05187213,0.9258969,1.0,0.0741030999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94812783,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2699,0.8248169,0.8352855,0.0104686,0.846167,0.8718364,0.0256693999999999,0.77500004,0.75,-0.02500004,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.824816912,0.8352854799999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2700,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2701,0.95782816,0.9439564,-0.01387176,0.9397545,0.9520804,0.0123259,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.95782815,0.94395628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2702,0.8954701,0.93929714,0.0438270399999999,0.8506715,0.91328156,0.06261006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8954700499999999,0.939297092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2703,0.90242714,0.95545644,0.0530292999999999,0.8606101,0.9363664,0.0757563,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90242707,0.95545648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2704,1.0,0.94,-0.06,1.0,1.0,0.0,1.0,0.8,-0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2705,0.89614356,0.9274439,0.03130034,0.899848,0.9499199,0.0500719,0.8875,0.875,-0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8961435999999999,0.92744393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2706,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2707,0.0,0.0,0.0,0.16237369,0.174739,0.01236531,0.14285715,0.2857143,0.14285715,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0.1565187279999999,0.20803159,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,OFFROAD_ONLY,14,14,1.4000000000000001,1.4000000000000001
2708,0.918756,0.91143745,-0.00731855,0.8839371,0.9216964,0.0377592999999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91875597,0.91143748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2709,0.891533,0.9186789,0.0271458999999999,0.8450471,0.8838269,0.0387797999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8915329700000001,0.91867883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2710,0.96250004,0.97375005,0.01125001,1.0,1.0,0.0,0.875,0.9125,0.0374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9625,0.97375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2711,1.0,0.97749996,-0.02250004,0.99999994,0.99999994,0.0,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.977499958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2712,0.9368807,1.0,0.0631192999999999,0.90982956,1.0,0.0901704399999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.936880692,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2713,1.0,0.97375005,-0.0262499499999999,1.0,1.0,0.0,1.0,0.9125,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.97375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2714,0.80963707,0.8763319,0.0666948300000001,0.78698146,0.87690264,0.0899211799999999,0.8625,0.875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.809637022,0.876331848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2715,0.9653738,0.96625006,0.00087626,0.9505339,1.0,0.0494660999999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96537373,0.96625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2716,0.902595,0.93616354,0.0335685399999999,0.8929928,0.9409478,0.0479549999999999,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90259496,0.93616346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
2717,0.9454746,0.95461655,0.0091419499999999,0.9221066,0.9351665,0.0130599,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94547462,0.95461655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
