scenario_index,episode_length_v17,accuracy_v17,at_fault_collision_v17,comfort_v17,distance_into_oncoming_traffic_v17,nuplan_driving_direction_compliance_v17,log_divergence_v17,offroad_v17,offroad_in_box_v17,distance_on_multiple_lanes_v17,time_on_multiple_lanes_v17,multiple_lanes_score_v17,overlap_v17,progress_ratio_v17,making_progress_v17,run_red_light_v17,sdc_off_route_v17,sdc_progression_v17,sdc_wrongway_v17,max_overspeed_m_per_s_v17,max_overspeed_km_per_h_v17,nuplan_speed_compliance_v17,min_ttc_v17,average_ttc_v17,ttc_within_bound_v17,nuplan_aggregate_score_v17,vmax_aggregate_score_v17,rideflux_aggregate_score_v17,episode_length_v25,accuracy_v25,at_fault_collision_v25,comfort_v25,distance_into_oncoming_traffic_v25,nuplan_driving_direction_compliance_v25,log_divergence_v25,offroad_v25,offroad_in_box_v25,distance_on_multiple_lanes_v25,time_on_multiple_lanes_v25,multiple_lanes_score_v25,overlap_v25,progress_ratio_v25,making_progress_v25,run_red_light_v25,sdc_off_route_v25,sdc_progression_v25,sdc_wrongway_v25,max_overspeed_m_per_s_v25,max_overspeed_km_per_h_v25,nuplan_speed_compliance_v25,min_ttc_v25,average_ttc_v25,ttc_within_bound_v25,nuplan_aggregate_score_v25,vmax_aggregate_score_v25,rideflux_aggregate_score_v25,d_RideFlux,d_Progress,d_Comfort,d_Collision,d_Overlap,d_OffroadBox,d_Accuracy,V25_PrimaryFailure
2604,80,1,0.0,0.875,0.0,1.0,13.4247465,1.0,0.0,119.60797,7.300000000000001,0.0,0.0,0.7856098,1.0,0.0,0.0,0.0,0.0,0.8871937,3.1938972,0.9784659,5.0,5.0,1.0,0.0,0.0,0.81242687,80,1,0.0,0.8875,0.0,1.0,11.901971,1.0,0.0,140.14658,7.9,0.0,0.0,0.8497139,1.0,0.0,0.0,0.0,0.0,1.0218697,3.6787307,0.978753,5.0,5.0,1.0,0.0,0.0,0.8610498,0.04862292999999995,0.0641041,0.012499999999999956,0.0,0.0,0.0,0,PASS
2605,80,1,0.0,0.725,0.0,1.0,12.272679,1.0,0.0,94.064606,6.4,0.0,0.0,0.8117203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.78570426,80,1,0.0,0.8875,0.0,1.0,4.2693386,1.0,0.0,133.14743,8.0,0.0,0.0,0.92495126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.91371596,0.12801169999999995,0.1132309600000001,0.16249999999999998,0.0,0.0,0.0,0,PASS
2606,80,1,0.0,0.8875,0.0,1.0,7.5094028,0.0,0.0,95.66256,6.300000000000001,0.0,0.0,0.840858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.9362056,0.78838366,0.8548506,80,1,0.0,0.8875,0.0,1.0,1.8685421,0.0,0.0,122.41106,7.2,0.0,0.0,0.96118194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.97380686,0.8200479,0.9390774,0.08422679999999994,0.12032394000000002,0.0,0.0,0.0,0.0,0,PASS
2607,80,1,0.0,0.6375,0.0,1.0,6.551398,1.0,0.0,49.27289,8.0,0.0,0.0,0.8184666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.73625,1.0,0.0,0.0,0.7641766,80,1,0.0,0.8875,0.0,1.0,6.5982833,1.0,0.0,47.15491,8.0,0.0,0.0,0.7785847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,4.55,1.0,0.0,0.0,0.81125927,0.04708266999999999,-0.039881900000000026,0.25,0.0,0.0,0.0,0,PASS
2608,80,1,0.0,0.83750004,0.0,1.0,16.03696,1.0,0.0,141.99945,8.0,0.0,0.0,0.7815417,1.0,0.0,0.0,0.0,0.0,1.4691257,5.2888527,0.91255736,2.2,4.965,1.0,0.0,0.0,0.7983292,80,1,0.0,0.8625,0.0,1.0,4.219121,1.0,0.0,178.4129,8.0,0.0,0.0,0.9744513,1.0,0.0,0.0,0.0,0.0,2.6842976,9.663471,0.007600844,1.7,4.8425,1.0,0.0,0.0,0.94086593,0.14253673,0.19290960000000001,0.024999960000000043,0.0,0.0,0.0,0,PASS
2609,80,1,0.0,1.0,0.0,1.0,3.8051445,1.0,0.0,20.424572,6.6000000000000005,0.0,0.0,0.6599651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7619756,80,1,0.0,1.0,0.0,1.0,11.826296,1.0,0.0,2.480259,2.1,1.0,0.0,0.103298984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.3723093,-0.38966629999999997,-0.5566661159999999,0.0,0.0,0.0,0.0,0,LOW_PROGRESS
2610,80,1,0.0,1.0,0.0,1.0,7.366765,1.0,0.0,26.037443,7.300000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8000001,4.76125,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,4.8034673,1.0,0.0,27.034414,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2611,80,1,0.0,1.0,0.0,1.0,0.32230836,1.0,0.0,0.47942254,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,3.9639556,1.0,0.0,8.430852,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2612,80,1,0.0,0.8875,0.0,1.0,11.9452,1.0,0.0,67.85098,7.4,0.0,0.0,0.7345859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,4.8587503,1.0,0.0,0.0,0.7804601,80,1,0.0,0.8875,0.0,1.0,3.5366578,1.0,0.0,78.07954,6.9,0.0,0.0,0.89910626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.99125,1.0,0.0,0.0,0.89562434,0.11516424000000003,0.16452036000000003,0.0,0.0,0.0,0.0,0,PASS
2613,80,1,0.0,0.8875,0.0,1.0,10.581815,0.0,0.0,111.82565,6.6000000000000005,0.0,0.0,0.8251755,1.0,0.0,0.0,0.0,0.0,0.053792953,0.19365463,0.99969465,5.0,5.0,1.0,0.93122846,0.7841924,0.84387285,80,1,0.0,0.8875,0.0,1.0,2.8906076,0.0,0.0,151.74982,7.800000000000001,0.0,0.0,0.9751533,1.0,0.0,0.0,0.0,0.0,0.08771324,0.31576768,0.9994083,5.0,5.0,1.0,0.97802496,0.8236,0.9488573,0.10498445,0.14997780000000005,0.0,0.0,0.0,0.0,0,PASS
2614,80,1,0.0,0.8875,0.0,1.0,7.4304004,1.0,0.0,119.605484,8.0,0.0,0.0,0.8502488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.86142415,80,1,0.0,0.8125,0.0,1.0,1.2190405,1.0,0.0,139.29901,8.0,0.0,0.0,0.98748815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.93499166,0.07356750999999995,0.13723934999999998,-0.07499999999999996,0.0,0.0,0.0,0,PASS
2615,11,0,1.0,0.09090909,0.0,1.0,0.5632214,1.0,0.0,1.5912664,1.1,1.0,1.0,0.057982855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,11,0,1.0,0.45454547,0.0,1.0,0.44315994,1.0,0.0,1.259383,1.1,1.0,1.0,0.043505747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,-0.014477108000000002,0.36363638,0.0,0.0,0.0,0,OVERLAP+AT_FAULT
2616,80,1,0.0,0.925,0.0,1.0,7.1034546,1.0,0.0,65.29023,7.2,0.0,0.0,0.9773392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9616375,80,1,0.0,0.8625,0.0,1.0,9.366205,1.0,0.0,72.19371,7.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.95874995,-0.002887550000000072,0.022660800000000036,-0.0625,0.0,0.0,0.0,0,PASS
2617,80,1,0.0,0.925,0.0,1.0,4.9447203,1.0,0.0,43.26518,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,4.8775,1.0,0.0,0.0,0.97749996,80,1,0.0,1.0,0.0,1.0,0.93631995,1.0,0.0,33.640114,5.4,0.5,0.0,0.97174764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,4.7587504,1.0,0.0,0.0,0.98022336,0.0027234000000000425,-0.028252359999999976,0.07499999999999996,0.0,0.0,0.0,0,PASS
2618,80,1,0.0,0.875,0.0,1.0,4.466718,1.0,0.0,147.36758,7.800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2883091,1.0379127,0.9868324,5.0,5.0,1.0,0.0,0.0,0.96250004,80,1,0.0,0.8875,0.0,1.0,6.4148607,1.0,0.0,158.51976,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.329174,4.7850266,0.7774721,5.0,5.0,1.0,0.0,0.0,0.96625006,0.0037500200000000206,0.0,0.012499999999999956,0.0,0.0,0.0,0,PASS
2619,80,1,0.0,1.0,0.0,1.0,7.613529,1.0,0.0,112.91295,5.800000000000001,0.0,0.0,0.8677526,1.0,0.0,0.0,0.0,0.0,3.4834518,12.540426,0.42442304,5.0,5.0,1.0,0.0,0.0,0.90742683,80,1,0.0,0.8,0.0,1.0,4.660415,1.0,0.0,197.60025,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.2682,18.965519,0.0,5.0,5.0,1.0,0.0,0.0,0.94,0.03257316999999993,0.13224740000000001,-0.19999999999999996,0.0,0.0,0.0,0,PASS
2620,80,1,0.0,1.0,0.0,1.0,0.074007064,0.0,0.0,0.11248921,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,1.0,0.0,1.0,1.0891131,0.0,0.0,1.4349158,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2621,80,1,0.0,0.5625,0.0,1.0,9.151546,1.0,0.0,153.87634,8.0,0.0,0.0,0.8626442,1.0,0.0,0.0,0.0,0.0,1.9548397,7.0374227,0.77952826,5.0,5.0,1.0,0.0,0.0,0.77260095,80,1,0.0,0.3375,0.0,1.0,3.035684,1.0,0.0,172.5394,8.0,0.0,0.0,0.96254635,1.0,0.0,0.0,0.0,0.0,2.707281,9.746212,0.27547103,5.0,5.0,1.0,0.0,0.0,0.77503246,0.002431510000000081,0.09990215000000002,-0.22499999999999998,0.0,0.0,0.0,0,LOW_COMFORT
2622,80,1,0.0,1.0,0.0,1.0,0.06572606,0.0,0.0,0.06450161,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,1.0,0.0,1.0,0.7024711,0.0,0.0,1.4437774,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2623,3,0,1.0,0.6666667,0.0,1.0,0.1494046,0.0,0.0,3.861073,0.3,1.0,1.0,0.036324386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,4.633333,1.0,0.0,0.0,0.0,3,0,1.0,0.0,0.0,1.0,0.18636549,0.0,0.0,3.7131138,0.3,1.0,1.0,0.036324386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.666667,1.0,0.0,0.0,0.0,0.0,0.0,-0.6666667,0.0,0.0,0.0,0,OVERLAP+AT_FAULT
2624,80,1,0.0,0.8125,0.0,1.0,11.740697,1.0,0.0,0.0,0.0,1.0,0.0,0.71286523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.74275565,80,1,0.0,0.8875,0.0,1.0,9.086836,1.0,0.0,2.8533697,0.4,1.0,0.0,0.7745063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8084044,0.06564875000000003,0.061641069999999965,0.07499999999999996,0.0,0.0,0.0,0,PASS
2625,80,1,0.0,0.8875,0.0,1.0,4.071811,1.0,0.0,118.47001,8.0,0.0,0.0,0.90031344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8964694,80,1,0.0,1.0,0.0,1.0,6.254985,1.0,0.0,89.41261,6.7,0.0,0.0,0.85072404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.89550686,-0.0009625399999999562,-0.049589400000000006,0.11250000000000004,0.0,0.0,0.0,0,PASS
2626,80,1,0.0,1.0,0.0,1.0,0.016712839,1.0,0.0,0.01736638,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,4.0993686,1.0,0.0,8.777813,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2627,80,1,0.0,0.7625,0.0,1.0,8.597301,1.0,0.0,41.02158,5.4,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,4.0,1.0,0.0,0.0,0.92875004,80,1,0.0,1.0,0.0,1.0,1.2507147,1.0,0.0,26.104755,3.8,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.07124995999999995,0.0,0.23750000000000004,0.0,0.0,0.0,0,PASS
2628,80,1,0.0,1.0,0.0,1.0,4.4762063,1.0,0.0,35.81788,6.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,4.435788,1.0,0.0,16.408,6.0,0.0,0.0,0.8184531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8729172,-0.12708280000000005,-0.18154689999999996,0.0,0.0,0.0,0.0,0,PASS
2629,80,1,0.0,1.0,0.0,1.0,3.186625,1.0,0.0,34.647854,4.800000000000001,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2000003,4.955,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,3.4839349,1.0,0.0,18.015043,3.6,0.5,0.0,0.7826889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8478823,-0.15211770000000002,-0.21731109999999998,0.0,0.0,0.0,0.0,0,PASS
2630,80,1,0.0,0.8125,0.0,1.0,22.798353,1.0,0.0,93.70252,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.005951,7.221423,0.65847015,5.0,5.0,1.0,0.0,0.0,0.94375,7,0,0.0,0.0,0.0,1.0,0.40435153,1.0,1.0,7.02844,0.7000000000000001,1.0,0.0,0.15024269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,-0.94375,-0.84975731,-0.8125,0.0,0.0,1.0,-1,OFFROAD
2631,80,1,0.0,1.0,0.0,1.0,0.0010554526,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.490355,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2632,80,1,0.0,0.8875,0.0,1.0,8.206393,0.0,0.0,87.55775,4.2,0.5,0.0,0.8499008,1.0,0.0,0.0,0.0,0.0,3.2691631,11.768987,0.49665004,5.0,5.0,1.0,0.813194,0.7637423,0.8611805,80,1,0.0,0.8875,0.0,1.0,4.8328395,0.0,0.0,170.98389,7.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.519247,23.469288,0.0,5.0,5.0,1.0,0.7359375,0.61973685,0.96625006,0.10506956,0.1500992,0.0,0.0,0.0,0.0,0,PASS
2633,80,1,0.0,0.8875,0.0,1.0,8.063231,0.0,0.0,0.0,0.0,1.0,0.0,0.8055017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.9251568,0.9369741,0.8301012,80,1,0.0,1.0,0.0,1.0,7.995048,0.0,0.0,0.0,0.0,1.0,0.0,0.77966493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.9311453,0.94201714,0.84576553,0.015664330000000004,-0.025836769999999953,0.11250000000000004,0.0,0.0,0.0,0,PASS
2634,80,1,0.0,0.7625,0.0,1.0,5.486038,1.0,0.0,116.7215,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6000001,4.725,1.0,0.0,0.0,0.92875004,80,1,0.0,0.6375,0.0,1.0,6.0968847,1.0,0.0,98.369415,8.0,0.0,0.0,0.9345428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.895,0.0,0.0,0.0,0.84543,-0.08332004000000004,-0.0654572,-0.125,0.0,0.0,0.0,0,PASS
2635,80,1,0.0,0.9125,0.0,1.0,1.1728346,1.0,0.0,1.5113083,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.97375005,80,1,0.0,0.8625,0.0,1.0,4.332289,1.0,0.0,6.145354,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.95874995,-0.015000100000000072,0.0,-0.04999999999999993,0.0,0.0,0.0,0,PASS
2636,80,1,0.0,0.8875,0.0,1.0,14.80384,1.0,0.0,138.09769,7.9,0.0,0.0,0.7883312,1.0,0.0,0.0,0.0,0.0,1.9947643,7.1811514,0.9264025,5.0,5.0,1.0,0.0,0.0,0.81808186,80,1,0.0,0.77500004,0.0,1.0,8.334868,1.0,0.0,153.71295,7.800000000000001,0.0,0.0,0.8879347,1.0,0.0,0.0,0.0,0.0,2.0995693,7.5584493,0.8395024,5.0,5.0,1.0,0.0,0.0,0.8540543,0.035972439999999994,0.09960349999999996,-0.11249995999999995,0.0,0.0,0.0,0,PASS
2637,80,1,0.0,1.0,0.0,1.0,0.109537065,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.9125,0.0,1.0,2.2601452,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.97375005,-0.026249949999999966,0.0,-0.08750000000000002,0.0,0.0,0.0,0,PASS
2638,80,1,0.0,0.8875,0.0,1.0,13.532282,1.0,0.0,80.41457,7.300000000000001,0.0,0.0,0.7221038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7717227,80,1,0.0,0.875,0.0,1.0,4.6814446,1.0,0.0,107.95639,7.300000000000001,0.0,0.0,0.9285517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9124862,0.14076350000000004,0.20644790000000002,-0.012499999999999956,0.0,0.0,0.0,0,PASS
2639,80,1,0.0,1.0,0.0,1.0,8.4538965,1.0,0.0,48.36961,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.3970513,1.0,0.0,23.234386,8.0,0.0,0.0,0.7790736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8453515,-0.15464849999999997,-0.22092639999999997,0.0,0.0,0.0,0.0,0,PASS
2640,80,1,0.0,1.0,0.0,1.0,2.295492,0.0,0.0,5.303938,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,1.0,0.0,1.0,4.13742,0.0,0.0,8.287035,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2641,80,1,0.0,0.7375,0.0,1.0,11.3966465,1.0,0.0,157.01869,8.0,0.0,0.0,0.8237756,1.0,0.0,0.0,0.0,0.0,3.2262115,11.614361,0.6509912,1.8000001,4.89875,1.0,0.0,0.0,0.7978929,80,1,0.0,0.7625,0.0,1.0,5.1209373,1.0,0.0,177.39198,8.0,0.0,0.0,0.93705815,1.0,0.0,0.0,0.0,0.0,3.2183857,11.586188,0.06555241,1.7,4.80625,1.0,0.0,0.0,0.8846907,0.08679780000000004,0.11328254999999998,0.02499999999999991,0.0,0.0,0.0,0,PASS
2642,80,1,0.0,1.0,0.0,1.0,0.40245864,0.0,0.0,0.42641872,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,1.0,0.0,1.0,0.32652986,0.0,0.0,0.63946265,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2643,80,1,0.0,0.925,0.0,1.0,14.600243,1.0,0.0,148.1557,8.0,0.0,0.0,0.78656536,1.0,0.0,0.0,0.0,0.0,3.462181,12.463852,0.7292255,5.0,5.0,1.0,0.0,0.0,0.82809585,80,1,0.0,1.0,0.0,1.0,8.058433,1.0,0.0,166.74266,8.0,0.0,0.0,0.886497,1.0,0.0,0.0,0.0,0.0,4.724325,17.00757,0.49295813,5.0,5.0,1.0,0.0,0.0,0.9205479,0.09245205000000001,0.09993163999999999,0.07499999999999996,0.0,0.0,0.0,0,PASS
2644,40,0,0.0,1.0,0.0,1.0,0.45501375,1.0,0.0,0.9346159,4.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,80,1,0.0,0.875,0.0,1.0,3.3269563,1.0,0.0,4.2291384,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.995,1.0,0.0,0.0,0.96250004,0.96250004,0.0,-0.125,0.0,-1.0,0.0,1,PASS
2645,80,1,0.0,0.8875,0.0,1.0,3.142103,0.0,0.0,81.272125,8.0,0.0,0.0,0.9262348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,4.9675,1.0,0.96288586,0.8108513,0.9146143,80,1,0.0,1.0,0.0,1.0,8.876978,0.0,0.0,64.97958,8.0,0.0,0.0,0.74060136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6000001,4.9700003,1.0,0.9189379,0.77384245,0.818421,-0.09619330000000004,-0.18563344000000004,0.11250000000000004,0.0,0.0,0.0,0,PASS
2646,80,1,0.0,1.0,0.0,1.0,11.363573,1.0,0.0,115.19525,8.0,0.0,0.0,0.7560249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.82921743,80,1,0.0,0.58750004,0.0,1.0,6.224572,1.0,0.0,111.67265,6.6000000000000005,0.0,0.0,0.85937506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7778126,-0.05140483000000007,0.10335015999999997,-0.41249996,0.0,0.0,0.0,0,PASS
2647,80,1,0.0,0.8125,0.0,1.0,5.0964985,1.0,0.0,147.19695,8.0,0.0,0.0,0.8867918,1.0,0.0,0.0,0.0,0.0,0.6718235,2.4185646,0.9161932,5.0,5.0,1.0,0.0,0.0,0.8645043,80,1,0.0,0.7625,0.0,1.0,9.331211,1.0,0.0,179.5699,8.0,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,4.6427383,16.713858,0.0,5.0,5.0,1.0,0.0,0.0,0.92875,0.06424569999999996,0.11320814000000001,-0.050000000000000044,0.0,0.0,0.0,0,PASS
2648,80,1,0.0,1.0,0.0,1.0,0.20126744,0.0,0.0,0.1843678,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,1.0,0.0,1.0,1.4794539,0.0,0.0,2.0206559,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
2649,51,0,1.0,0.8235294,0.0,1.0,1.6356287,0.0,0.0,14.355299,5.1000000000000005,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,4.756863,1.0,0.0,0.0,0.0,80,1,0.0,0.6125,0.0,1.0,8.506287,1.0,0.0,47.26306,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.171525,0.61749,0.9979527,2.4,4.5475,1.0,0.0,0.0,0.88374996,0.88374996,0.0,-0.21102939999999992,-1.0,-1.0,0.0,1,PASS
2650,80,1,0.0,0.8125,0.0,1.0,8.158551,1.0,0.0,44.852726,7.0,0.0,0.0,0.696675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.73142254,80,1,0.0,0.8625,0.0,1.0,4.830495,1.0,0.0,57.464355,7.800000000000001,0.0,0.0,0.799225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,4.93625,1.0,0.0,0.0,0.81820756,0.08678501999999999,0.10254999999999992,0.050000000000000044,0.0,0.0,0.0,0,PASS
